Feature_Label,RT,m/z,CAM_log2FC_recomputed,CAM_p_recomputed,ILO_log2FC_recomputed,ILO_p_recomputed,CAM_FDR_BH,ILO_FDR_BH
2.51 min | 2-Hydroxyadipic acid,2.51,161.04508,2.6022944167662785,0.0685703743254746,2.1217753039135268,0.0008667382675548,0.21327857419702795,0.033249042985921635
2.51 min | Keto-3-deoxy-D-manno-octulosonic acid,2.51,237.06068,1.076001921208242,0.2137022289868805,-2.0881847617664397,0.00307318177992,0.37982690495222077,0.06241270644219882
2.52 min | Citric acid,2.52,191.01877,-1.3300630656590853,0.0125590917083668,0.1524115237123256,0.8076563869165153,0.06828388050887618,0.8720668259043844
2.52 min | D-Glucuronic acid,2.52,193.03526,3.2492652828723205,0.0548511546210127,-0.5811617009685466,0.3711476548242827,0.1922574734305039,0.5074801102102321
2.52 min | Glutaconic acid,2.52,129.01903,0.189383448027985,0.2544220540807818,-0.2090952342428267,0.6203604699694434,0.4225422026074389,0.7368822742666463
2.52 min | Citric acid,2.52,226.99632,1.3238479871451931,0.1376999325780095,0.9715320352895432,0.2968635626449804,0.3146627237321553,0.4455821764907924
2.52 min | Tartaric acid,2.52,149.00837,6.869446792139457,0.0123574482521124,-2.0623085548104982,0.0060764054754475,0.06745310686232105,0.07902035653459825
2.52 min | Nb-trans-Feruloylserotonin glucoside,2.52,549.1656,0.5635548325262724,0.6622783696022969,-1.6303207426802706,0.1286585723513719,0.7478384533285136,0.27632579847160904
2.53 min | cis-Aconitic acid.mol,2.53,173.00891,0.5113276423285263,0.0746125575307452,0.0573642242076201,0.8716537579591512,0.21830496175838796,0.923124110231279
2.53 min | Galactonic acid,2.53,195.04994,2.146197854734084,0.1071041483951418,-1.7425411400767166,0.015420797733192,0.26916681341003645,0.11940840313697407
2.53 min | Ureidopropionic acid,2.53,131.04581,3.343464076125523,0.2163011236270274,0.9744370638938866,0.0557713288227626,0.38151350847078547,0.1801289361917589
2.54 min | Arabinonic acid,2.54,165.03968,-2.092693977020589,0.0177726086053334,-0.7577637811235741,0.0616617395525661,0.08672781796454214,0.18754134906561667
"2.54 min | 2,3,4,5,6,7-Hexahydroxyheptanoic acid",2.54,225.06052,2.7165510728097013,0.0845937283866452,1.0374961538294285,0.0522745058845256,0.23225435169375153,0.1737912027768692
2.55 min | L-Glutamic acid,2.55,146.04506,-2.326754235993709,0.0538828468775051,-0.2365352131133119,0.710889694081982,0.19031256147783773,0.8033867983037783
2.57 min | Ascorbalamic acid,2.57,262.05572,-1.7957581443756876,0.0006057810445733,-0.0710516902672863,0.8928711166074146,0.010051105115999347,0.9341325848748785
2.58 min | L-2-Amino-4-methylenepentanedioic acid,2.58,158.04533,-1.1873680089348515,0.0058254610351345,-0.4068660261099258,0.2954825035358677,0.03922684544606731,0.4449960058702653
"2.59 min | 4',5,6-Trimethylscutellarein 7-glucoside",2.59,525.11575,-8.396604781181859,0.0741576988783963,-1.074662474761666,0.3288299430213734,0.21775030557936803,0.4724309723039861
2.71 min | 3-Hydroxy-3-carboxymethyl-adipic acid,2.71,219.05071,-0.2485856617208467,0.7705608377503766,0.5446216915258502,0.2037944629209807,0.830181672506246,0.35455018339277433
2.71 min | L-Malic acid.mol,2.71,133.01382,-0.1677913481564951,0.7593275613885424,-1.9836512254454235,9.070385967253834e-05,0.8224559704137858,0.009859906558235201
2.74 min | Shikimic acid,2.74,173.04519,0.51279804127684,0.0270407854241893,1.4740939126520944,0.2185491645893657,0.11591551565674206,0.3667270914919976
2.76 min | Caftaric acid,2.76,347.01888,-2.8534344398000355,0.1354333649242904,-0.978493788089664,0.1773739935594044,0.31172246160074174,0.32660464680738327
2.78 min | Nb-trans-Feruloylserotonin glucoside,2.78,549.16573,,0.1823167430632729,-0.2423303080569801,0.7819388507222035,0.35844457727148515,0.8509515782879141
2.82 min | l-ascorbic acid,2.82,175.02438,1.285995554277105,0.3910022189557705,1.032484202200154,0.4936246422526348,0.5172165367604589,0.6276566953776546
2.91 min | ISOPALMITIC ACID,2.91,255.23307,1.874031663004461,0.0761307375658098,,0.0228847421840796,0.2204120515270091,0.13563218447476003
2.92 min | Stearic acid,2.92,283.26428,0.7836053116619406,0.2606499572288908,,0.0197773983788434,0.4290316936032159,0.1311929566872451
2.94 min | Pipecolic acid,2.94,128.07135,-4.530690301807119,0.0143676584440097,-2.5796666252855167,0.0015751512728177,0.07515809208779317,0.04355725852229127
2.96 min | 3-Hydroxyhippuric acid sulfate,2.96,274.00126,-8.751544059089099,0.0093453350402195,-1.6045558634099133,0.2190870185602463,0.054804861637782726,0.3671834619316749
2.97 min | 2-Keto-6-aminocaproic acid.mol,2.97,175.06088,0.7549588397183519,0.0631012017842305,0.4895350169264173,0.1127782319403397,0.20748276110481506,0.2549046453512424
3.0 min | N-Acetylglutamic acid,3.0,188.05577,0.031524088333529,0.979913708914134,-5.321963558931338,0.0027700199994837,0.9870611466159147,0.05947836142239788
3.03 min | 2-[[(1R)-2-[Bis(carboxymethyl)amino]cyclohexyl]-[(2S)-2-[bis(carboxymethyl)amino]-3-(4-isothiocyanatophenyl)propyl]amino]acetic acid,3.03,593.19313,0.670549870865921,0.364688491185242,-1.2792421268720704,0.35100477433432,0.5172165367604589,0.4878179892982267
3.03 min | 2-Methylcitric acid,3.03,205.03513,0.6589065657297438,0.5721933119029022,4.019468418196688,0.0818881038446926,0.6707970829693616,0.21934625979198336
3.04 min | Ascorbic acid,3.04,175.02466,,0.0011414911604427,2.50343962399121,0.1696507298168677,0.013707819935403208,0.32182370587512954
3.05 min | N-Formyl-L-glutamic acid,3.05,174.04028,-2.177891311252369,0.0205853468055033,-0.9140493385861193,0.1309862003801024,0.09539719442416127,0.27915423260018735
3.05 min | 4-O-Methylglucuronic acid,3.05,207.05012,4.576148985958109,0.0023830850456728,1.1333210951721056,0.2271585843124113,0.02203976807670097,0.3734595296850476
3.05 min | (Z)-3-(1-Formyl-1-propenyl)pentanedioic acid,3.05,199.06066,-inf,0.5657243131666339,6.49288245125334,0.0400825509628514,0.6654729782650097,0.15663884873477749
3.07 min | 3-Methyluric acid,3.07,217.01317,-3.839487542998413,0.5008590431778979,-0.6221208407440948,0.4988783171047563,0.6131971087133661,0.6311219391911463
3.08 min | Uric acid,3.08,167.02036,0.6016412418677866,0.3910022189557705,-4.136629750774116,0.0165322682010198,0.5172165367604589,0.12079927188152563
3.08 min | DEHYDROASCORBIC ACID,3.08,173.00861,3.172723634794986,0.1202668537206163,0.0284900592420137,0.9876833272010032,0.28784839685991526,0.9883990397569459
3.13 min | Lycoperdic acid,3.13,216.05089,0.5634077307803411,0.134886871289511,-0.3001970239147357,0.2860970282757384,0.31098292028516644,0.43479173257778125
3.13 min | 2-Methylcitric acid,3.13,241.01167,0.2734775144306766,0.0457112588783217,,0.6387602412643162,0.16971496226635122,0.7501087527092012
3.19 min | 3-Oxalomalic acid,3.19,240.97409,-1.9629566580292777,0.0013491640250107,-1.1201935305582658,0.0257639563130145,0.01565710519781325,0.14183887279871069
3.2 min | Daucic acid,3.2,203.01874,-0.6282183392108744,0.2418466989569762,-0.665617924003064,0.1153100581439629,0.40932378188704494,0.25833268660609604
3.23 min | Aminoadipic acid,3.23,160.06116,0.993005599961755,0.111896357757872,1.0525190470494272,0.1188448266602381,0.27505079837362734,0.2621800409229853
3.24 min | Formiminoglutamic acid,3.24,173.05587,,0.0404836893086782,-4.077472965806852,0.0679816808824119,0.15573252071109914,0.198256258040927
"3.28 min | 2,3-dihydroxy-Valeric acid.mol",3.28,133.05095,0.7433196413704486,0.4440168331030427,-0.8664757473285267,0.1407459527299945,0.5646291404376629,0.2909732944912012
3.29 min | Apigenin 6-C-arabinosyl-8-C-glucoside,3.29,695.1858,-10.138911718142744,0.0494888761462448,-0.9588425320278088,0.2896395415283582,0.17891135591090068,0.4390693818338778
3.34 min | CITRIC ACID,3.34,191.01864,-1.4925210264769624,0.0641591318362186,-0.4055275954215057,0.4886848656185743,0.20869734182118405,0.623728095581563
3.34 min | 3-Methyluric acid,3.34,217.0144,-3.720278465233327,0.2321223690003342,-0.2643893672303056,0.6041293722367067,0.39771835184796717,0.7248502719886116
3.34 min | 4'-Methylepicatechin 3'-sulfate,3.34,383.04454,,0.1818629844315312,-0.5936956004803072,0.4980252507386106,0.35844457727148515,0.6309842855688268
3.35 min | Glutaconic acid,3.35,111.00858,-1.5256631899482112,0.0580493890883797,-0.262278583502325,0.6205605249617014,0.2009178103535147,0.7368822742666463
3.36 min | Pyrroline hydroxycarboxylic acid,3.36,128.03501,-2.373824599982028,0.0170237044857155,-2.326901174403044,0.0152732389859873,0.08396334248133251,0.11940840313697407
3.45 min | Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,3.45,913.182,16.33465737547585,0.0269882006023815,-2.9385994553358565,0.1641302789874864,0.11591551565674206,0.31808979055675446
3.52 min | Keto-3-deoxy-D-manno-octulosonic acid,3.52,237.06108,-0.1252966593313534,0.3622729815380968,-1.5637222893502056,0.0016641836906531,0.5172165367604589,0.04419687839984483
3.53 min | 2-Methylcitric acid,3.53,205.03463,-0.2681123403868115,0.760555983407767,-1.1074640632518662,0.0380120742761457,0.8224963297463792,0.15520962005244562
3.6 min | Glutamic acid glutamate,3.6,289.0662,-0.3352891212247482,0.4643085298038235,0.7286240714896288,0.0644328372813372,0.5792322309476786,0.19119284365221353
3.62 min | Palmitic acid,3.62,255.23315,,0.8536092875474032,,0.0146615016859583,0.8916332178865272,0.11773215933663135
3.64 min | Stearic acid,3.64,283.26462,1.8483966004322507,0.3904057324195374,,0.0281087108723366,0.5172165367604589,0.14870934017385695
"3.69 min | 2-[(3S)-3-[[(2S)-1-(Carboxymethoxy)-1-oxo-4-phenylbutan-2-yl]amino]-2-oxo-4,5-dihydro-3H-1-benzazepin-1-yl]acetic acid",3.69,489.14656,,0.1563074277286348,0.532931797960941,0.1715510288099482,0.34537689230919144,0.32282737050106713
3.8 min | Methylmalonic acid,3.8,117.0198,-1.0940888046498356,0.3484004385726093,-1.21049256607666,0.0416471094125958,0.5172165367604589,0.15888027099114585
3.89 min | 3-Dehydroquinic acid,3.89,189.03999,2.6230615798061816,6.568081247381437e-06,1.095565747466153,0.0121667909609004,0.0009560999315289977,0.10959250093624437
4.0 min | Palmitic acid,4.0,255.23301,1.5119677485690843,0.0975019781377063,,0.0302583997485455,0.2545373002044847,0.15212509197267363
4.01 min | 2-O-Galloylgalactaric acid,4.01,361.03876,,0.1052973612059279,0.05884703688325,0.9312554161523064,0.26780047113330835,0.9564996765123779
4.05 min | Stearic acid,4.05,283.26461,1.423817512343652,0.1504815591303781,,0.0309445091119035,0.33572703256712794,0.15316977449297034
4.07 min | D-Glucuronic acid 1-phosphate,4.07,273.00066,-0.895548836034969,0.1945379351112732,0.1787940562648959,0.820584675350771,0.35844457727148515,0.8825758852487654
4.08 min | Methylmalonic acid,4.08,117.01899,-0.0495952195067206,0.8322602810504925,-0.9972101912528172,0.0028856265136138,0.8766982823270253,0.05947836142239788
4.09 min | Imidazoleacetic acid ribotide,4.09,337.04374,-2.2647841877837536,0.1024902999558525,1.8571508246211983,0.0034760978448148,0.26276154073614677,0.0648715016714762
4.18 min | Caryoptosidic acid,4.18,391.12398,3.0183154686737503,0.1779801859460669,4.789575756414257,0.0376077384853243,0.35844457727148515,0.15520962005244562
4.19 min | 2-Hydroxy-2-methyl-butanedioic acid.mol,4.19,147.02971,7.6601114836356174,0.086096566265451,-0.4998930553801615,0.0917776971808135,0.23408453718243571,0.22829257982649406
4.2 min | Fumaric acid,4.2,115.00416,5.132923506836053,0.0832791636456517,-2.5511135244929477,0.0010610647157923,0.2295579341210479,0.03563405385521112
"4.2 min | (5R,6S)-3-(2-Carbamoyloxyethylsulfanyl)-6-(1-hydroxyethyl)-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",4.2,333.02186,7.945681089228805,0.1116377349015063,,0.4043094852004932,0.27505079837362734,0.5415629476836868
4.25 min | Palmitic acid,4.25,255.23353,,0.1816905075311049,,0.0383898359989851,0.35844457727148515,0.15520962005244562
4.29 min | 2-Hydroxyadipic acid,4.29,161.04543,-0.3835885931207088,0.7235548257710723,0.7109461375723423,0.0018787504915169,0.7949317536912099,0.04804730423675628
4.39 min | Neuraminic acid.mol,4.39,302.06356,-4.244020618954822,0.0413317504844218,-0.1684243433526301,0.5738105153774103,0.15855318727496254,0.6994038864073925
4.39 min | Stearic acid,4.39,283.26409,1.5799838702557982,0.0529807900783141,,0.0179400335801141,0.1876063361491071,0.1264040121129468
4.41 min | 2-O-p-Coumaroylhydroxycitric acid,4.41,389.02637,2.496878531015496,0.0164089712579096,0.2380965040838916,0.956048937810734,0.08217006091751913,0.9668684083730192
4.44 min | Palmitic acid,4.44,255.23358,1.9520755542258024,0.081088688035013,,0.0586172577102595,0.2268420557843704,0.1837789348098296
4.46 min | Allantoic acid,4.46,211.02404,6.23946593469539,0.2261166595001048,0.0769721479750677,0.9264721719302578,0.3918031452567688,0.9562466886664319
4.46 min | Fukiic acid,4.46,271.04475,3.60576009431664,0.2198046403744135,-0.7944510888269664,0.5377110806974839,0.38521600045312826,0.6659901367203814
4.53 min | Luteolin 7-O-(6''-O-malonyl)-beta-D-diglucoside,4.53,731.12378,-4.754887502163468,0.3910022189557705,0.5648968776670507,0.6602514618870524,0.5172165367604589,0.7662245956857305
4.7 min | Stearic acid,4.7,283.26453,0.9813754209504534,0.1924914318163529,,0.0302928314934723,0.35844457727148515,0.15212509197267363
4.74 min | Palmitic acid,4.74,255.23306,,0.4612365517859425,,0.0522274082434429,0.5769634764641183,0.1737912027768692
4.77 min | 2-Hydroxyadipic acid,4.77,161.04458,-0.518107037833343,0.5069512675960404,0.2225161318416261,0.3873085385523784,0.6193002509234162,0.5233591895702882
5.0 min | [Gallocatechin(4alpha->8)]2catechin,5.0,897.1887,15.827454355934565,4.369758095520862e-06,4.044394119358453,0.3506166628202074,0.0007543294912392888,0.4878179892982267
5.02 min | Stearic acid,5.02,283.26473,-0.2325238035251483,0.856246850088243,,0.0300798523372531,0.89243539620518,0.15212509197267363
5.02 min | Palmitic acid,5.02,255.23313,1.2042307962423633,0.2370581729704469,,0.0261257812350517,0.40317406018742263,0.1431734281174857
5.23 min | Palmitic acid,5.23,255.2331,1.762692822213676,0.0759727182990049,,0.0345146399233294,0.2204120515270091,0.15390265954217572
5.34 min | Quercetin 3-arabinoside 7-glucoside,5.34,631.10846,8.449499083426037,0.0019071517258424,-2.637429920615292,0.3313327620386788,0.019366003921973195,0.4724309723039861
"5.36 min | Myricetin 3,3'-digalactoside",5.36,677.11261,6.404679923796479,0.0636504357164002,-0.6495027529158669,0.641123199872373,0.20861808926045203,0.7509678872126778
5.37 min | Stearic acid,5.37,283.26462,0.6699297423117009,0.5675329143152243,,0.0340772081245381,0.6664650975079293,0.15390265954217572
5.43 min | Palmitic acid,5.43,255.23321,0.0062409399741452,0.9982305412244088,,0.0347366056985614,0.9982305412244087,0.15390265954217572
5.56 min | Gallic acid hexoside,5.56,331.06558,3.490145059156824,0.0214287060571827,4.251995149146237,0.0043892646778577,0.09831575769092793,0.071467830519271
5.65 min | Stearic acid,5.65,283.26458,1.679220707510341,0.0637486123590954,,0.015908730604131,0.20861808926045203,0.11940840313697407
5.68 min | Palmitic acid,5.68,255.23315,2.6247933707916298,0.3197759858161786,,0.0301927437710702,0.5024011790809358,0.15212509197267363
5.88 min | Stearic acid,5.88,283.26465,-0.8200416740256006,0.684824481595139,,0.0307692594056717,0.7664040592243816,0.15316977449297034
5.93 min | Oxoadipic acid.mol,5.93,159.02942,-0.2811159621050125,0.7640073652472241,-0.226872768698766,0.5591513108901359,0.8255822937452398,0.6857797161094829
5.97 min | GALLIC ACID,5.97,169.01339,2.7909352021916454,0.1037890757629094,-0.9452595827637644,0.3952624797421675,0.26494032094007,0.5330639497304036
5.98 min | Larixinic Acid,5.98,125.02399,3.1600968506685567,0.0003045437210757,-1.477494176370614,0.063925179100871,0.007009581313425695,0.1910837063599629
6.03 min | Palmitic acid,6.03,255.2331,2.099355737777398,0.0202664451200255,,0.1053649401351022,0.09476637377424185,0.24600642751554183
6.12 min | Stearic acid,6.12,283.26452,0.9951139444390208,0.2062616391365382,,0.0226433189456518,0.3699315891526743,0.13563218447476003
6.26 min | Palmitic acid,6.26,255.23318,1.0652993951041996,0.6075198626804156,,0.0199028978952789,0.699737222987201,0.1311929566872451
6.27 min | Methylenediphosphonic acid,6.27,174.95547,-0.1731319265168701,0.7706682868595275,-0.2994790197388597,0.4064554926646606,0.830181672506246,0.5439099179940855
6.38 min | Stearic acid,6.38,283.26481,0.3193528384885977,0.8038468310480413,,0.0404924467764776,0.854381913145862,0.15663884873477749
6.59 min | Palmitic acid,6.59,255.23308,2.983416190451492,0.0263909215672355,,0.0370397928464786,0.11389332088860069,0.15520962005244562
6.6 min | Stearic acid,6.6,283.26473,1.6444993335033449,0.1071989481357857,,0.0232714653303001,0.26916681341003645,0.13617751534383238
6.65 min | Methylenediphosphonic acid,6.65,174.95559,0.7816906892762641,0.3878804171347653,1.584929360839434,0.4330885145746743,0.5172165367604589,0.5685315956536362
6.84 min | Stearic acid,6.84,283.26447,1.348187272213975,0.0831773670470314,,0.0896083871676776,0.2295579341210479,0.22693505324250976
6.86 min | Palmitic acid,6.86,255.23308,2.8864326509976865,0.2907628286290068,,0.0581368180029803,0.46678602802064795,0.183722987785162
7.07 min | Stearic acid,7.07,283.26443,1.0845996144134895,0.1568704744110414,,0.0135397173499803,0.345918382082435,0.11650832618161472
7.11 min | Palmitic acid,7.11,255.23316,2.637022312269323,0.0208143380584913,,0.0516094849666765,0.09613578882533942,0.17341289230895438
7.36 min | Palmitic acid,7.36,255.23287,1.8628624982681572,0.105502644950094,,0.069448995456802,0.26782932477220556,0.19898145793743477
7.39 min | Stearic acid,7.39,283.26437,1.1615603773896837,0.0797885025070631,,0.0544958805697139,0.22487331012704925,0.17791681103256476
7.59 min | Palmitic acid,7.59,255.23325,2.5811052964567125,0.1119413738631485,,0.0402352674163075,0.27505079837362734,0.15663884873477749
7.62 min | Stearic acid,7.62,283.26433,0.5303290587283751,0.5096014220839274,,0.0133764768185652,0.6205992626965642,0.11618185211596567
"7.64 min | Benzo(a)naphthacene-2-carboxylic acid, 5,6,8,13-tetrahydro-8,13-dioxo-3-(2-hydroxypropyl)-7-methoxy-1,6,9,14-tetrahydroxy-",7.64,505.11724,-9.659995892429976,0.027989892409273,0.8814751876062255,0.2972739901248657,0.11748948759029182,0.4455821764907924
7.7 min | (2S)-3-[3-[(4-Carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid,7.7,488.16218,1.954912110471462,0.3910022189557705,1.2871085408126512,0.7562190145131064,0.5172165367604589,0.8334333427165322
"7.84 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",7.84,375.12951,13.722540735969362,0.1000077366239574,3.582545867720225,0.2045214463855533,0.2586342402203842,0.35482929328950896
7.86 min | Stearic acid,7.86,283.26455,2.294052637686048,0.0470482122376788,,0.0136750072543422,0.17188778068845087,0.11657521616201591
7.87 min | (2S)-3-[3-[(4-Carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid,7.87,488.15872,3.1579124837403327,0.0083484420144683,0.521883818097776,0.063546311057775,0.05078942036114855,0.19036324418825873
7.91 min | Dimethyl fukiic acid,7.91,299.07694,1.0693134994122384,0.4800093154711501,0.2373256632014836,0.6897961176754962,0.5939900221018444,0.7892364859236621
8.03 min | Palmitic acid,8.03,255.23312,1.9274112347578856,0.0554244000534411,,0.0194367434078675,0.19279873167204573,0.13093728120129278
8.06 min | Stearic acid,8.06,283.2645,1.5209264910036475,0.3910022189557705,,0.0531190985190102,0.5172165367604589,0.17540342363653524
8.12 min | Dimethyl fukiic acid,8.12,299.07618,,0.3910022189557705,-7.132499729628509,0.1110165380850231,0.5172165367604589,0.253101461935483
"8.17 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",8.17,411.10554,-2.527646984857752,0.0128685234332216,3.207873550211268,0.023583239504851,0.06968744198927158,0.13626968098828132
8.21 min | Ethylvanillin glucoside,8.21,327.10826,-2.1229996667059425,0.0067250912861142,2.9630557380256404,0.0278748333821897,0.043548175423540995,0.14805824961847683
"8.22 min | (1RS,2RS)-Guaiacylglycerol 1-glucoside",8.22,375.12929,-0.8045327477599785,0.5145813036296621,2.819769244580577,0.0508927747960896,0.6244611426296691,0.171840885069437
8.27 min | Stearic acid,8.27,283.26474,1.3092816858047645,0.0914354203559817,,0.0463081863525148,0.24424045553503046,0.16612026878140973
8.28 min | Gallocatechin-(4alpha->8)-catechin-(4alpha->8)-catechin,8.28,881.19389,8.665106209115486,0.0041639461179223,0.9014872370791852,0.2823916322897774,0.0313593645220489,0.4318746890278876
8.31 min | (3-{[3-(2-Amino-2-Oxoethyl)-1-Benzyl-2-Ethyl-1h-Indol-5-Yl]oxy}propyl)phosphonic Acid,8.31,429.15986,-3.474447340830101,0.0016300904331329,0.5921272174263263,0.2821365675776336,0.01772562904060264,0.4318746890278876
8.39 min | Palmitic acid,8.39,255.23297,2.0801703486839838,0.1446750067864959,,0.0914233336337308,0.32593178527267674,0.22829257982649406
"8.51 min | Benzoic acid + 2O, O-Hex",8.51,315.0694,3.899364292052757,0.0759402629359749,-1.85042364394949,0.119970578494761,0.2204120515270091,0.26340122241854524
8.57 min | Phenolphthalein glucuronide,8.57,493.1147,-1.8802283872048264,0.2462631449370492,0.8889082979418013,0.4766619599431904,0.4143664028095659,0.6112072114034781
8.62 min | Cinnamic acid,8.62,147.04455,-1.9756264046474024,0.0725171143438449,0.0880948126014176,0.7268301298589352,0.21585115529292104,0.8120974185559786
8.67 min | Palmitic acid,8.67,255.2335,0.4741138489463704,0.8500765184166583,,0.087591946972499,0.8898803902925018,0.22440861172889967
8.71 min | Stearic acid,8.71,283.26463,-1.5087669992206751,0.7142297216388974,,0.0726239366499885,0.7884502362776318,0.20470589311298873
8.76 min | Vanillic acid + O-sulfonateHex,8.76,409.04536,,0.1167325696540473,2.239633973253717,0.1721587563077545,0.2833175372447088,0.32282737050106713
8.77 min | Allantoic acid,8.77,211.02461,,0.2486312634587812,,0.0482220908275557,0.41619366646857797,0.16816845311326875
"8.9 min | Epicatechin-(2beta->7,4beta->6)-catechin",8.9,575.11897,2.147276262497112,0.1925540630903258,3.687357828411311,0.2115660432454779,0.35844457727148515,0.3615998833193131
"8.92 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",8.92,433.1335,-6.461684978272501,0.0166370400690076,0.698150601656321,0.2769792735282792,0.08238369291081488,0.4265010016351525
"8.92 min | (2S)-2-[[4-[(2,4-Diaminopteridin-6-yl)methyl]-2,3-dihydro-1,4-benzothiazine-7-carbonyl]amino]hexanedioic acid",8.92,547.12637,-6.106845035091801,0.0115276730487248,0.7191523508019205,0.1872107699208165,0.0642799308413174,0.3349332843601011
8.96 min | (3-{[3-(2-Amino-2-Oxoethyl)-1-Benzyl-2-Ethyl-1h-Indol-5-Yl]oxy}propyl)phosphonic Acid,8.96,429.15919,-6.11622686411952,2.9395828614357293e-05,0.8144297587270526,0.1578064010932417,0.0024253536441460307,0.3110099281581131
"8.96 min | 2,3-Butanediol apiosylglucoside",8.96,383.15557,-5.021072505394949,7.481048651671415e-05,1.218775972466556,0.0197582719935179,0.0031945261980273736,0.1311929566872451
8.96 min | Procyanidin trimer C1,8.96,865.19623,3.1915318614402253,0.02366595132541,0.6523886685417456,0.3821754644057753,0.10542799606577809,0.5179433918983078
9.03 min | Delphinidin 3-glucoside,9.03,464.09768,6.971543553950772,0.3910022189557705,-6.557995453120887,0.0831855126102393,0.5172165367604589,0.21934625979198336
9.05 min | Stearic acid,9.05,283.26451,0.8770138316242913,0.3870419564532182,,0.0107869258817251,0.5172165367604589,0.10554257417797133
9.07 min | trans-Caffeic acid [apiosyl-(1->6)-glucosyl] ester,9.07,473.12776,0.6536583824071779,0.2626107800606046,1.673392619943291,0.0815661267373022,0.4307191060138895,0.21934625979198336
9.08 min | Palmitic acid,9.08,255.23325,,0.4129256324982985,,0.0503434444223007,0.5364537144686268,0.1712421102147716
9.15 min | 2-Amino-3-phosphonopropionic acid.mol,9.15,168.00594,,0.0441127517351686,,0.3502495362965456,0.1665818560394237,0.4878179892982267
"9.19 min | 4-Hydroxy-5-(3',4',5'-trihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",9.19,447.11172,-9.3247533368983,0.0003187888742681,-0.1272564503854502,0.8347822058186339,0.007032119273664317,0.8929777120337207
9.19 min | 4'-O-Methylepicatechin 7-O-glucuronide,9.19,515.09722,,0.000907531177776,-0.2322056344365237,0.6872106740695707,0.012050966889506309,0.7882374924336188
"9.2 min | Quercetin 4',7-diglucoside",9.2,661.1191,8.394254436610481,0.0031814199699196,,0.0121719690335937,0.02646711432806607,0.10959250093624437
"9.21 min | (2S)-2-[[4-[(2,4-Diaminopteridin-6-yl)methyl]-2,3-dihydro-1,4-benzothiazine-7-carbonyl]amino]hexanedioic acid",9.21,547.12674,-13.638775278489836,0.0141479509590213,-0.1479360145409074,0.7757026297930811,0.07457374150537562,0.847400970909712
9.21 min | Epicatechin-(4beta->8)-gallocatechin,9.21,593.13065,9.100168609236691,0.0041782209066307,-1.1520030934450498,0.574311373776961,0.0313593645220489,0.6994038864073925
"9.22 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",9.22,469.11006,-15.533953232177732,0.0096607913477391,0.2006777630283387,0.7122951338061347,0.05605694475305755,0.8035303013360808
"9.23 min | 1-(3,4-Dimethoxyphenyl)-1,2-ethanediol 1-O-b-D-glucoside",9.23,359.13352,1.2097587656400344,0.1015015343428997,2.682366737354453,0.0691459532624195,0.2613529137737325,0.19898145793743477
"9.25 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",9.25,433.13401,-7.25100534068804,0.0165903192995569,-0.3255699020098068,0.5931846656254381,0.08238369291081488,0.7166999328335346
9.29 min | Pavetannin D1,9.29,719.14709,-1.7915903851259114,0.0158920232184529,2.365421050676523,0.0578944128570908,0.08098481204680243,0.18337656916431744
9.31 min | Procyanidin trimer C1,9.31,432.09528,0.0588936890535686,0.973082104897156,-0.6780719051126377,0.6131548167414111,0.981611677766963,0.7312321260102667
9.4 min | Stearic acid,9.4,283.26428,,0.2568356643375319,,0.061136870970071,0.4243580156531671,0.1872062501323017
9.41 min | Palmitic acid,9.41,255.23335,,0.1838737632752468,,0.0365707315231659,0.35844457727148515,0.15397615924845154
"9.42 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-methyl-O-glucuronide",9.42,433.13383,6.876516946564999,0.3910022189557705,0.6295451288135956,0.6724584799034137,0.5172165367604589,0.7764758869118848
9.49 min | GALLIC ACID,9.49,169.01364,,0.0436916874578564,1.112320008357316,0.8880596152226464,0.1659049824194632,0.9317204881445467
9.5 min | Isopropyl apiosylglucoside,9.5,389.12076,10.276124405274238,0.1833652390455593,2.730445555495556,0.046156623197263,0.35844457727148515,0.16612026878140973
"9.53 min | 4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-glucuronide",9.53,401.10865,1.1336346406575002,0.0717521598834048,1.3648343699036454,0.053155537720285,0.21541246260648267,0.17540342363653524
"9.54 min | Benzoic acid, 2-[[3-(2-quinolinylmethoxy)phenyl]amino]-",9.54,405.10269,-0.6626575657226746,0.6407384785885927,6.426617880402279,0.1434215467964558,0.7295055729583638,0.29342986092726736
